trial_uid,session_id,participant_code,trial_index,trial_type,prompt_id,prompt_typing_order,length_class,condition,prompt_source,prompt_text,prompt_length,event_count,final_reconstructed_text,final_prefix_match_len,final_resulting_text_length,qc_prompt_available_ok,qc_event_index_ok,qc_time_monotonic_ok,qc_append_pop_ok,qc_reconstruction_ok,qc_exact_match_ok,all_core_qc_ok
20260423060813-rjwkd0__14__P13,20260423060813-rjwkd0,Tack,14,main,P13,14,long,long_formal_bureaucratic,prompt_table,ทางคณะผู้จัดทำขอความกรุณาให้นักเรียนจัดทำรายงานเรื่องสุภาษิตและคำพังเพย โดยเขียนอธิบายเนื้อหาให้ครบถ้วนเพื่อเป็นประโยชน์ต่อการเรียนรู้ในภายหลัง,143,199,ทางคณะผู้จัดทำขอความกรุณาให้นักเรียนจัดทำรายงานเรื่องสุภาษิตและคำพังเพย โดยเขียนอธิบายเนื้อหาให้ครบถ้วนเพื่อเป็นประโยชน์ต่อการเรียนรู้ในภายหลัง,143,143,1,1,1,1,1,1,1
20260423062023-gejtas__0__PRACTICE,20260423062023-gejtas,เทพซ่า676767677,0,practice,PRACTICE,0,practice,practice_warmup,recovered_from_event_log_consensus,วันนี้อากาศดีและฉันพร้อมเริ่มการทดลอง,37,51,วันนี้อากาศดีและฉันพร้อมเริ่มการทดลอง,37,37,1,1,1,1,1,1,1
20260423062023-gejtas__1__P01,20260423062023-gejtas,เทพซ่า676767677,1,main,P01,1,short,familiar_baseline,prompt_table,วันนี้เราจะทำการบ้านให้เสร็จ,28,28,วันนี้เราจะทำการบ้านให้เสร็จ,28,28,1,1,1,1,1,1,1
20260423062023-gejtas__2__P02,20260423062023-gejtas,เทพซ่า676767677,2,main,P02,2,short,familiar_polite,prompt_table,กรุณาตอบกลับภายในวันนี้,23,23,กรุณาตอบกลับภายในวันนี้,23,23,1,1,1,1,1,1,1
20260423062023-gejtas__3__P04,20260423062023-gejtas,เทพซ่า676767677,3,main,P04,3,short,orthographic_named_entity,prompt_table,นิสิตจากจุฬาลงกรณ์มหาวิทยาลัย,29,29,นิสิตจากจุฬาลงกรณ์มหาวิทยาลัย,29,29,1,1,1,1,1,1,1
20260423062023-gejtas__4__P03,20260423062023-gejtas,เทพซ่า676767677,4,main,P03,4,short,formal_register,prompt_table,ขอความกรุณาจัดทำเอกสารดังกล่าว,30,30,ขอความกรุณาจัดทำเอกสารดังกล่าว,30,30,1,1,1,1,1,1,1
20260423062023-gejtas__5__P05,20260423062023-gejtas,เทพซ่า676767677,5,main,P05,5,short,twisted_proverb,prompt_table,เข้าเมืองตาหลิ่ว ต้องหลิ่วมาตาม,31,45,เข้าเมืองตาหลิ่ว ต้องหลิ่วมาตาม,31,31,1,1,1,1,1,1,1
20260423062023-gejtas__6__P09,20260423062023-gejtas,เทพซ่า676767677,6,main,P09,6,medium,arabic_numerals,prompt_table,ชั้นมัธยมศึกษาปีที่ 6 จะส่งรายงานจำนวน 10 หน้า,46,48,ชั้นมัธยมศึกษาปีที่ 6 จะส่งรายงานจำนวน 10 หน้า,46,46,1,1,1,1,1,1,1
20260423062023-gejtas__7__P11,20260423062023-gejtas,เทพซ่า676767677,7,main,P11,7,medium,rhythmic_repetition,prompt_table,วันนี้ผมทักผมรักผมรอ วันไหนผมท้อผมพอผมลา,40,48,วันนี้ผมทักผมรักผมรอ วันไหนผมท้อผมพอผมลา,40,40,1,1,1,1,1,1,1
20260423062023-gejtas__8__P10,20260423062023-gejtas,เทพซ่า676767677,8,main,P10,8,medium,thai_numerals,prompt_table,ชั้นมัธยมศึกษาปีที่ ๖ จะส่งรายงานจำนวน ๑๐ หน้า,46,48,ชั้นมัธยมศึกษาปีที่ ๖ จะส่งรายงานจำนวน ๑๐ หน้า,46,46,1,1,1,1,1,1,1
20260423062023-gejtas__9__P06,20260423062023-gejtas,เทพซ่า676767677,9,main,P06,9,medium,mixed_symbols_identification,prompt_table,นักเรียน ม.5/6 ช่วยตรวจสอบ ชื่อ-สกุล ของตัวเองด้วยนะ,52,84,นักเรียน ม.5/6 ช่วยตรวจสอบ ชื่อ-สกุล ของตัวเองด้วยนะ,52,52,1,1,1,1,1,1,1
20260423062023-gejtas__10__P08,20260423062023-gejtas,เทพซ่า676767677,10,main,P08,10,medium,formal_lexical_difficulty,prompt_table,ขอความร่วมมือจัดเตรียมเอกสารเพื่อเป็นวิทยาทานแก่นักเรียน,56,60,ขอความร่วมมือจัดเตรียมเอกสารเพื่อเป็นวิทยาทานแก่นักเรียน,56,56,1,1,1,1,1,1,1
20260423062023-gejtas__11__P07,20260423062023-gejtas,เทพซ่า676767677,11,main,P07,11,medium,formal_educational,prompt_table,นักเรียนพึงศึกษาเล่าเรียนอย่างสม่ำเสมอเพื่อเตรียมความพร้อมในการสอบ,66,66,นักเรียนพึงศึกษาเล่าเรียนอย่างสม่ำเสมอเพื่อเตรียมความพร้อมในการสอบ,66,66,1,1,1,1,1,1,1
20260423062023-gejtas__12__P12,20260423062023-gejtas,เทพซ่า676767677,12,main,P12,12,long,long_familiar_expository,prompt_table,วันนี้ครูขอให้นักเรียนเขียนสรุปเรื่องสุภาษิตไทยอย่างกระชับและชัดเจน โดยให้ยกตัวอย่างหนึ่งสำนวนและอธิบายความหมายด้วยภาษาของตนเอง,127,145,วันนี้ครูขอให้นักเรียนเขียนสรุปเรื่องสุภาษิตไทยอย่างกระชับและชัดเจน โดยให้ยกตัวอย่างหนึ่งสำนวนและอธิบายความหมายด้วยภาษาของตนเอง,127,127,1,1,1,1,1,1,1
20260423062023-gejtas__13__P14,20260423062023-gejtas,เทพซ่า676767677,13,main,P14,13,long,long_mixed_difficulty,prompt_table,สวัสดีคุณชาคริษฐ์ วันนี้เราขอให้คุณจัดทำหนังสือเรื่องการสอนภาษาไทยสำหรับนักเรียนชั้นมัธยมศึกษาปีที่ ๖ เพื่อเป็นวิทยาทานแก่โรงเรียนในเครือพันธมิตร,145,155,สวัสดีคุณชาคริษฐ์ วันนี้เราขอให้คุณจัดทำหนังสือเรื่องการสอนภาษาไทยสำหรับนักเรียนชั้นมัธยมศึกษาปีที่ ๖ เพื่อเป็นวิทยาทานแก่โรงเรียนในเครือพันธมิตร,145,145,1,1,1,1,1,1,1
20260423062023-gejtas__14__P13,20260423062023-gejtas,เทพซ่า676767677,14,main,P13,14,long,long_formal_bureaucratic,prompt_table,ทางคณะผู้จัดทำขอความกรุณาให้นักเรียนจัดทำรายงานเรื่องสุภาษิตและคำพังเพย โดยเขียนอธิบายเนื้อหาให้ครบถ้วนเพื่อเป็นประโยชน์ต่อการเรียนรู้ในภายหลัง,143,157,ทางคณะผู้จัดทำขอความกรุณาให้นักเรียนจัดทำรายงานเรื่องสุภาษิตและคำพังเพย โดยเขียนอธิบายเนื้อหาให้ครบถ้วนเพื่อเป็นประโยชน์ต่อการเรียนรู้ในภายหลัง,143,143,1,1,1,1,1,1,1
20260423075501-38cbcj__0__PRACTICE,20260423075501-38cbcj,น้ำ,0,practice,PRACTICE,0,practice,practice_warmup,recovered_from_event_log_consensus,วันนี้อากาศดีและฉันพร้อมเริ่มการทดลอง,37,37,วันนี้อากาศดีและฉันพร้อมเริ่มการทดลอง,37,37,1,1,1,1,1,1,1
20260423075501-38cbcj__1__P01,20260423075501-38cbcj,น้ำ,1,main,P01,1,short,familiar_baseline,prompt_table,วันนี้เราจะทำการบ้านให้เสร็จ,28,30,วันนี้เราจะทำการบ้านให้เสร็จ,28,28,1,1,1,1,1,1,1
20260423075501-38cbcj__2__P02,20260423075501-38cbcj,น้ำ,2,main,P02,2,short,familiar_polite,prompt_table,กรุณาตอบกลับภายในวันนี้,23,27,กรุณาตอบกลับภายในวันนี้,23,23,1,1,1,1,1,1,1
20260423075501-38cbcj__3__P04,20260423075501-38cbcj,น้ำ,3,main,P04,3,short,orthographic_named_entity,prompt_table,นิสิตจากจุฬาลงกรณ์มหาวิทยาลัย,29,39,นิสิตจากจุฬาลงกรณ์มหาวิทยาลัย,29,29,1,1,1,1,1,1,1
20260423075501-38cbcj__4__P03,20260423075501-38cbcj,น้ำ,4,main,P03,4,short,formal_register,prompt_table,ขอความกรุณาจัดทำเอกสารดังกล่าว,30,30,ขอความกรุณาจัดทำเอกสารดังกล่าว,30,30,1,1,1,1,1,1,1
20260423075501-38cbcj__5__P05,20260423075501-38cbcj,น้ำ,5,main,P05,5,short,twisted_proverb,prompt_table,เข้าเมืองตาหลิ่ว ต้องหลิ่วมาตาม,31,51,เข้าเมืองตาหลิ่ว ต้องหลิ่วมาตาม,31,31,1,1,1,1,1,1,1
20260423075501-38cbcj__6__P09,20260423075501-38cbcj,น้ำ,6,main,P09,6,medium,arabic_numerals,prompt_table,ชั้นมัธยมศึกษาปีที่ 6 จะส่งรายงานจำนวน 10 หน้า,46,50,ชั้นมัธยมศึกษาปีที่ 6 จะส่งรายงานจำนวน 10 หน้า,46,46,1,1,1,1,1,1,1
20260423075501-38cbcj__7__P11,20260423075501-38cbcj,น้ำ,7,main,P11,7,medium,rhythmic_repetition,prompt_table,วันนี้ผมทักผมรักผมรอ วันไหนผมท้อผมพอผมลา,40,42,วันนี้ผมทักผมรักผมรอ วันไหนผมท้อผมพอผมลา,40,40,1,1,1,1,1,1,1
20260423075501-38cbcj__8__P10,20260423075501-38cbcj,น้ำ,8,main,P10,8,medium,thai_numerals,prompt_table,ชั้นมัธยมศึกษาปีที่ ๖ จะส่งรายงานจำนวน ๑๐ หน้า,46,52,ชั้นมัธยมศึกษาปีที่ ๖ จะส่งรายงานจำนวน ๑๐ หน้า,46,46,1,1,1,1,1,1,1
20260423075501-38cbcj__9__P06,20260423075501-38cbcj,น้ำ,9,main,P06,9,medium,mixed_symbols_identification,prompt_table,นักเรียน ม.5/6 ช่วยตรวจสอบ ชื่อ-สกุล ของตัวเองด้วยนะ,52,52,นักเรียน ม.5/6 ช่วยตรวจสอบ ชื่อ-สกุล ของตัวเองด้วยนะ,52,52,1,1,1,1,1,1,1
20260423075501-38cbcj__10__P08,20260423075501-38cbcj,น้ำ,10,main,P08,10,medium,formal_lexical_difficulty,prompt_table,ขอความร่วมมือจัดเตรียมเอกสารเพื่อเป็นวิทยาทานแก่นักเรียน,56,58,ขอความร่วมมือจัดเตรียมเอกสารเพื่อเป็นวิทยาทานแก่นักเรียน,56,56,1,1,1,1,1,1,1
20260423075501-38cbcj__11__P07,20260423075501-38cbcj,น้ำ,11,main,P07,11,medium,formal_educational,prompt_table,นักเรียนพึงศึกษาเล่าเรียนอย่างสม่ำเสมอเพื่อเตรียมความพร้อมในการสอบ,66,74,นักเรียนพึงศึกษาเล่าเรียนอย่างสม่ำเสมอเพื่อเตรียมความพร้อมในการสอบ,66,66,1,1,1,1,1,1,1
20260423075501-38cbcj__12__P12,20260423075501-38cbcj,น้ำ,12,main,P12,12,long,long_familiar_expository,prompt_table,วันนี้ครูขอให้นักเรียนเขียนสรุปเรื่องสุภาษิตไทยอย่างกระชับและชัดเจน โดยให้ยกตัวอย่างหนึ่งสำนวนและอธิบายความหมายด้วยภาษาของตนเอง,127,151,วันนี้ครูขอให้นักเรียนเขียนสรุปเรื่องสุภาษิตไทยอย่างกระชับและชัดเจน โดยให้ยกตัวอย่างหนึ่งสำนวนและอธิบายความหมายด้วยภาษาของตนเอง,127,127,1,1,1,1,1,1,1
20260423075501-38cbcj__13__P14,20260423075501-38cbcj,น้ำ,13,main,P14,13,long,long_mixed_difficulty,prompt_table,สวัสดีคุณชาคริษฐ์ วันนี้เราขอให้คุณจัดทำหนังสือเรื่องการสอนภาษาไทยสำหรับนักเรียนชั้นมัธยมศึกษาปีที่ ๖ เพื่อเป็นวิทยาทานแก่โรงเรียนในเครือพันธมิตร,145,165,สวัสดีคุณชาคริษฐ์ วันนี้เราขอให้คุณจัดทำหนังสือเรื่องการสอนภาษาไทยสำหรับนักเรียนชั้นมัธยมศึกษาปีที่ ๖ เพื่อเป็นวิทยาทานแก่โรงเรียนในเครือพันธมิตร,145,145,1,1,1,1,1,1,1
20260423075501-38cbcj__14__P13,20260423075501-38cbcj,น้ำ,14,main,P13,14,long,long_formal_bureaucratic,prompt_table,ทางคณะผู้จัดทำขอความกรุณาให้นักเรียนจัดทำรายงานเรื่องสุภาษิตและคำพังเพย โดยเขียนอธิบายเนื้อหาให้ครบถ้วนเพื่อเป็นประโยชน์ต่อการเรียนรู้ในภายหลัง,143,153,ทางคณะผู้จัดทำขอความกรุณาให้นักเรียนจัดทำรายงานเรื่องสุภาษิตและคำพังเพย โดยเขียนอธิบายเนื้อหาให้ครบถ้วนเพื่อเป็นประโยชน์ต่อการเรียนรู้ในภายหลัง,143,143,1,1,1,1,1,1,1
20260423084348-yowi25__0__PRACTICE,20260423084348-yowi25,Chokdee`,0,practice,PRACTICE,0,practice,practice_warmup,recovered_from_event_log_consensus,วันนี้อากาศดีและฉันพร้อมเริ่มการทดลอง,37,121,วันนี้อากาศดีและฉันพร้อมเริ่มการทดลอง,37,37,1,1,1,1,1,1,1
20260423084348-yowi25__1__P01,20260423084348-yowi25,Chokdee`,1,main,P01,1,short,familiar_baseline,prompt_table,วันนี้เราจะทำการบ้านให้เสร็จ,28,50,วันนี้เราจะทำการบ้านให้เสร็จ,28,28,1,1,1,1,1,1,1
20260423084348-yowi25__2__P02,20260423084348-yowi25,Chokdee`,2,main,P02,2,short,familiar_polite,prompt_table,กรุณาตอบกลับภายในวันนี้,23,23,กรุณาตอบกลับภายในวันนี้,23,23,1,1,1,1,1,1,1
20260423084348-yowi25__3__P04,20260423084348-yowi25,Chokdee`,3,main,P04,3,short,orthographic_named_entity,prompt_table,นิสิตจากจุฬาลงกรณ์มหาวิทยาลัย,29,29,นิสิตจากจุฬาลงกรณ์มหาวิทยาลัย,29,29,1,1,1,1,1,1,1
20260423084348-yowi25__4__P03,20260423084348-yowi25,Chokdee`,4,main,P03,4,short,formal_register,prompt_table,ขอความกรุณาจัดทำเอกสารดังกล่าว,30,42,ขอความกรุณาจัดทำเอกสารดังกล่าว,30,30,1,1,1,1,1,1,1
20260423084348-yowi25__5__P05,20260423084348-yowi25,Chokdee`,5,main,P05,5,short,twisted_proverb,prompt_table,เข้าเมืองตาหลิ่ว ต้องหลิ่วมาตาม,31,35,เข้าเมืองตาหลิ่ว ต้องหลิ่วมาตาม,31,31,1,1,1,1,1,1,1
20260423084348-yowi25__6__P09,20260423084348-yowi25,Chokdee`,6,main,P09,6,medium,arabic_numerals,prompt_table,ชั้นมัธยมศึกษาปีที่ 6 จะส่งรายงานจำนวน 10 หน้า,46,56,ชั้นมัธยมศึกษาปีที่ 6 จะส่งรายงานจำนวน 10 หน้า,46,46,1,1,1,1,1,1,1
20260423084348-yowi25__7__P11,20260423084348-yowi25,Chokdee`,7,main,P11,7,medium,rhythmic_repetition,prompt_table,วันนี้ผมทักผมรักผมรอ วันไหนผมท้อผมพอผมลา,40,42,วันนี้ผมทักผมรักผมรอ วันไหนผมท้อผมพอผมลา,40,40,1,1,1,1,1,1,1
20260423084348-yowi25__8__P10,20260423084348-yowi25,Chokdee`,8,main,P10,8,medium,thai_numerals,prompt_table,ชั้นมัธยมศึกษาปีที่ ๖ จะส่งรายงานจำนวน ๑๐ หน้า,46,106,ชั้นมัธยมศึกษาปีที่ ๖ จะส่งรายงานจำนวน ๑๐ หน้า,46,46,1,1,1,1,1,1,1
20260423084348-yowi25__9__P06,20260423084348-yowi25,Chokdee`,9,main,P06,9,medium,mixed_symbols_identification,prompt_table,นักเรียน ม.5/6 ช่วยตรวจสอบ ชื่อ-สกุล ของตัวเองด้วยนะ,52,78,นักเรียน ม.5/6 ช่วยตรวจสอบ ชื่อ-สกุล ของตัวเองด้วยนะ,52,52,1,1,1,1,1,1,1
20260423084348-yowi25__10__P08,20260423084348-yowi25,Chokdee`,10,main,P08,10,medium,formal_lexical_difficulty,prompt_table,ขอความร่วมมือจัดเตรียมเอกสารเพื่อเป็นวิทยาทานแก่นักเรียน,56,64,ขอความร่วมมือจัดเตรียมเอกสารเพื่อเป็นวิทยาทานแก่นักเรียน,56,56,1,1,1,1,1,1,1
20260423084348-yowi25__11__P07,20260423084348-yowi25,Chokdee`,11,main,P07,11,medium,formal_educational,prompt_table,นักเรียนพึงศึกษาเล่าเรียนอย่างสม่ำเสมอเพื่อเตรียมความพร้อมในการสอบ,66,78,นักเรียนพึงศึกษาเล่าเรียนอย่างสม่ำเสมอเพื่อเตรียมความพร้อมในการสอบ,66,66,1,1,1,1,1,1,1
20260423084348-yowi25__12__P12,20260423084348-yowi25,Chokdee`,12,main,P12,12,long,long_familiar_expository,prompt_table,วันนี้ครูขอให้นักเรียนเขียนสรุปเรื่องสุภาษิตไทยอย่างกระชับและชัดเจน โดยให้ยกตัวอย่างหนึ่งสำนวนและอธิบายความหมายด้วยภาษาของตนเอง,127,175,วันนี้ครูขอให้นักเรียนเขียนสรุปเรื่องสุภาษิตไทยอย่างกระชับและชัดเจน โดยให้ยกตัวอย่างหนึ่งสำนวนและอธิบายความหมายด้วยภาษาของตนเอง,127,127,1,1,1,1,1,1,1
20260423084348-yowi25__13__P14,20260423084348-yowi25,Chokdee`,13,main,P14,13,long,long_mixed_difficulty,prompt_table,สวัสดีคุณชาคริษฐ์ วันนี้เราขอให้คุณจัดทำหนังสือเรื่องการสอนภาษาไทยสำหรับนักเรียนชั้นมัธยมศึกษาปีที่ ๖ เพื่อเป็นวิทยาทานแก่โรงเรียนในเครือพันธมิตร,145,191,สวัสดีคุณชาคริษฐ์ วันนี้เราขอให้คุณจัดทำหนังสือเรื่องการสอนภาษาไทยสำหรับนักเรียนชั้นมัธยมศึกษาปีที่ ๖ เพื่อเป็นวิทยาทานแก่โรงเรียนในเครือพันธมิตร,145,145,1,1,1,1,1,1,1
20260423084348-yowi25__14__P13,20260423084348-yowi25,Chokdee`,14,main,P13,14,long,long_formal_bureaucratic,prompt_table,ทางคณะผู้จัดทำขอความกรุณาให้นักเรียนจัดทำรายงานเรื่องสุภาษิตและคำพังเพย โดยเขียนอธิบายเนื้อหาให้ครบถ้วนเพื่อเป็นประโยชน์ต่อการเรียนรู้ในภายหลัง,143,225,ทางคณะผู้จัดทำขอความกรุณาให้นักเรียนจัดทำรายงานเรื่องสุภาษิตและคำพังเพย โดยเขียนอธิบายเนื้อหาให้ครบถ้วนเพื่อเป็นประโยชน์ต่อการเรียนรู้ในภายหลัง,143,143,1,1,1,1,1,1,1
20260423090458-kc7agh__0__PRACTICE,20260423090458-kc7agh,Tw,0,practice,PRACTICE,0,practice,practice_warmup,recovered_from_event_log_consensus,วันนี้อากาศดีและฉันพร้อมเริ่มการทดลอง,37,43,วันนี้อากาศดีและฉันพร้อมเริ่มการทดลอง,37,37,1,1,1,1,1,1,1
20260423090458-kc7agh__1__P01,20260423090458-kc7agh,Tw,1,main,P01,1,short,familiar_baseline,prompt_table,วันนี้เราจะทำการบ้านให้เสร็จ,28,28,วันนี้เราจะทำการบ้านให้เสร็จ,28,28,1,1,1,1,1,1,1
20260423090458-kc7agh__2__P02,20260423090458-kc7agh,Tw,2,main,P02,2,short,familiar_polite,prompt_table,กรุณาตอบกลับภายในวันนี้,23,23,กรุณาตอบกลับภายในวันนี้,23,23,1,1,1,1,1,1,1
20260423090458-kc7agh__3__P04,20260423090458-kc7agh,Tw,3,main,P04,3,short,orthographic_named_entity,prompt_table,นิสิตจากจุฬาลงกรณ์มหาวิทยาลัย,29,33,นิสิตจากจุฬาลงกรณ์มหาวิทยาลัย,29,29,1,1,1,1,1,1,1
20260423090458-kc7agh__4__P03,20260423090458-kc7agh,Tw,4,main,P03,4,short,formal_register,prompt_table,ขอความกรุณาจัดทำเอกสารดังกล่าว,30,30,ขอความกรุณาจัดทำเอกสารดังกล่าว,30,30,1,1,1,1,1,1,1
20260423090458-kc7agh__5__P05,20260423090458-kc7agh,Tw,5,main,P05,5,short,twisted_proverb,prompt_table,เข้าเมืองตาหลิ่ว ต้องหลิ่วมาตาม,31,45,เข้าเมืองตาหลิ่ว ต้องหลิ่วมาตาม,31,31,1,1,1,1,1,1,1
20260423090458-kc7agh__6__P09,20260423090458-kc7agh,Tw,6,main,P09,6,medium,arabic_numerals,prompt_table,ชั้นมัธยมศึกษาปีที่ 6 จะส่งรายงานจำนวน 10 หน้า,46,56,ชั้นมัธยมศึกษาปีที่ 6 จะส่งรายงานจำนวน 10 หน้า,46,46,1,1,1,1,1,1,1
20260423090458-kc7agh__7__P11,20260423090458-kc7agh,Tw,7,main,P11,7,medium,rhythmic_repetition,prompt_table,วันนี้ผมทักผมรักผมรอ วันไหนผมท้อผมพอผมลา,40,46,วันนี้ผมทักผมรักผมรอ วันไหนผมท้อผมพอผมลา,40,40,1,1,1,1,1,1,1
20260423090458-kc7agh__8__P10,20260423090458-kc7agh,Tw,8,main,P10,8,medium,thai_numerals,prompt_table,ชั้นมัธยมศึกษาปีที่ ๖ จะส่งรายงานจำนวน ๑๐ หน้า,46,54,ชั้นมัธยมศึกษาปีที่ ๖ จะส่งรายงานจำนวน ๑๐ หน้า,46,46,1,1,1,1,1,1,1
20260423090458-kc7agh__9__P06,20260423090458-kc7agh,Tw,9,main,P06,9,medium,mixed_symbols_identification,prompt_table,นักเรียน ม.5/6 ช่วยตรวจสอบ ชื่อ-สกุล ของตัวเองด้วยนะ,52,52,นักเรียน ม.5/6 ช่วยตรวจสอบ ชื่อ-สกุล ของตัวเองด้วยนะ,52,52,1,1,1,1,1,1,1
20260423090458-kc7agh__10__P08,20260423090458-kc7agh,Tw,10,main,P08,10,medium,formal_lexical_difficulty,prompt_table,ขอความร่วมมือจัดเตรียมเอกสารเพื่อเป็นวิทยาทานแก่นักเรียน,56,56,ขอความร่วมมือจัดเตรียมเอกสารเพื่อเป็นวิทยาทานแก่นักเรียน,56,56,1,1,1,1,1,1,1
20260423090458-kc7agh__11__P07,20260423090458-kc7agh,Tw,11,main,P07,11,medium,formal_educational,prompt_table,นักเรียนพึงศึกษาเล่าเรียนอย่างสม่ำเสมอเพื่อเตรียมความพร้อมในการสอบ,66,72,นักเรียนพึงศึกษาเล่าเรียนอย่างสม่ำเสมอเพื่อเตรียมความพร้อมในการสอบ,66,66,1,1,1,1,1,1,1
20260423090458-kc7agh__12__P12,20260423090458-kc7agh,Tw,12,main,P12,12,long,long_familiar_expository,prompt_table,วันนี้ครูขอให้นักเรียนเขียนสรุปเรื่องสุภาษิตไทยอย่างกระชับและชัดเจน โดยให้ยกตัวอย่างหนึ่งสำนวนและอธิบายความหมายด้วยภาษาของตนเอง,127,131,วันนี้ครูขอให้นักเรียนเขียนสรุปเรื่องสุภาษิตไทยอย่างกระชับและชัดเจน โดยให้ยกตัวอย่างหนึ่งสำนวนและอธิบายความหมายด้วยภาษาของตนเอง,127,127,1,1,1,1,1,1,1
20260423090458-kc7agh__13__P14,20260423090458-kc7agh,Tw,13,main,P14,13,long,long_mixed_difficulty,prompt_table,สวัสดีคุณชาคริษฐ์ วันนี้เราขอให้คุณจัดทำหนังสือเรื่องการสอนภาษาไทยสำหรับนักเรียนชั้นมัธยมศึกษาปีที่ ๖ เพื่อเป็นวิทยาทานแก่โรงเรียนในเครือพันธมิตร,145,153,สวัสดีคุณชาคริษฐ์ วันนี้เราขอให้คุณจัดทำหนังสือเรื่องการสอนภาษาไทยสำหรับนักเรียนชั้นมัธยมศึกษาปีที่ ๖ เพื่อเป็นวิทยาทานแก่โรงเรียนในเครือพันธมิตร,145,145,1,1,1,1,1,1,1
20260423090458-kc7agh__14__P13,20260423090458-kc7agh,Tw,14,main,P13,14,long,long_formal_bureaucratic,prompt_table,ทางคณะผู้จัดทำขอความกรุณาให้นักเรียนจัดทำรายงานเรื่องสุภาษิตและคำพังเพย โดยเขียนอธิบายเนื้อหาให้ครบถ้วนเพื่อเป็นประโยชน์ต่อการเรียนรู้ในภายหลัง,143,149,ทางคณะผู้จัดทำขอความกรุณาให้นักเรียนจัดทำรายงานเรื่องสุภาษิตและคำพังเพย โดยเขียนอธิบายเนื้อหาให้ครบถ้วนเพื่อเป็นประโยชน์ต่อการเรียนรู้ในภายหลัง,143,143,1,1,1,1,1,1,1
20260423113659-1pcez16__0__PRACTICE,20260423113659-1pcez16,march,0,practice,PRACTICE,0,practice,practice_warmup,recovered_from_event_log_consensus,วันนี้อากาศดีและฉันพร้อมเริ่มการทดลอง,37,41,วันนี้อากาศดีและฉันพร้อมเริ่มการทดลอง,37,37,1,1,1,1,1,1,1
20260423113659-1pcez16__1__P01,20260423113659-1pcez16,march,1,main,P01,1,short,familiar_baseline,prompt_table,วันนี้เราจะทำการบ้านให้เสร็จ,28,28,วันนี้เราจะทำการบ้านให้เสร็จ,28,28,1,1,1,1,1,1,1
20260423113659-1pcez16__2__P02,20260423113659-1pcez16,march,2,main,P02,2,short,familiar_polite,prompt_table,กรุณาตอบกลับภายในวันนี้,23,23,กรุณาตอบกลับภายในวันนี้,23,23,1,1,1,1,1,1,1
20260423113659-1pcez16__3__P04,20260423113659-1pcez16,march,3,main,P04,3,short,orthographic_named_entity,prompt_table,นิสิตจากจุฬาลงกรณ์มหาวิทยาลัย,29,39,นิสิตจากจุฬาลงกรณ์มหาวิทยาลัย,29,29,1,1,1,1,1,1,1
20260423113659-1pcez16__4__P03,20260423113659-1pcez16,march,4,main,P03,4,short,formal_register,prompt_table,ขอความกรุณาจัดทำเอกสารดังกล่าว,30,38,ขอความกรุณาจัดทำเอกสารดังกล่าว,30,30,1,1,1,1,1,1,1
20260423113659-1pcez16__5__P05,20260423113659-1pcez16,march,5,main,P05,5,short,twisted_proverb,prompt_table,เข้าเมืองตาหลิ่ว ต้องหลิ่วมาตาม,31,43,เข้าเมืองตาหลิ่ว ต้องหลิ่วมาตาม,31,31,1,1,1,1,1,1,1
20260423113659-1pcez16__6__P09,20260423113659-1pcez16,march,6,main,P09,6,medium,arabic_numerals,prompt_table,ชั้นมัธยมศึกษาปีที่ 6 จะส่งรายงานจำนวน 10 หน้า,46,50,ชั้นมัธยมศึกษาปีที่ 6 จะส่งรายงานจำนวน 10 หน้า,46,46,1,1,1,1,1,1,1
20260423113659-1pcez16__7__P11,20260423113659-1pcez16,march,7,main,P11,7,medium,rhythmic_repetition,prompt_table,วันนี้ผมทักผมรักผมรอ วันไหนผมท้อผมพอผมลา,40,42,วันนี้ผมทักผมรักผมรอ วันไหนผมท้อผมพอผมลา,40,40,1,1,1,1,1,1,1
20260423113659-1pcez16__8__P10,20260423113659-1pcez16,march,8,main,P10,8,medium,thai_numerals,prompt_table,ชั้นมัธยมศึกษาปีที่ ๖ จะส่งรายงานจำนวน ๑๐ หน้า,46,50,ชั้นมัธยมศึกษาปีที่ ๖ จะส่งรายงานจำนวน ๑๐ หน้า,46,46,1,1,1,1,1,1,1
20260423113659-1pcez16__9__P06,20260423113659-1pcez16,march,9,main,P06,9,medium,mixed_symbols_identification,prompt_table,นักเรียน ม.5/6 ช่วยตรวจสอบ ชื่อ-สกุล ของตัวเองด้วยนะ,52,68,นักเรียน ม.5/6 ช่วยตรวจสอบ ชื่อ-สกุล ของตัวเองด้วยนะ,52,52,1,1,1,1,1,1,1
20260423113659-1pcez16__10__P08,20260423113659-1pcez16,march,10,main,P08,10,medium,formal_lexical_difficulty,prompt_table,ขอความร่วมมือจัดเตรียมเอกสารเพื่อเป็นวิทยาทานแก่นักเรียน,56,74,ขอความร่วมมือจัดเตรียมเอกสารเพื่อเป็นวิทยาทานแก่นักเรียน,56,56,1,1,1,1,1,1,1
